ela_distr.skewness,ela_distr.kurtosis,ela_distr.number_of_peaks,ela_distr.costs_runtime,Function,Instance,Dimension
0.15668455363351577,-1.2047293836022614,1,0.0,F1,14,2
0.17872247017460396,-1.2149924103658272,1,0.0,F1,14,2
0.1895833248556807,-1.1850421118126508,1,0.0,F1,14,2
0.21520025248218852,-1.2021237791691413,1,0.0,F1,14,2
0.18727862006957613,-1.1648095724134895,1,0.0,F1,14,2
0.19905614442944722,-1.1676354203439099,1,0.0,F1,14,2
0.18903747462981216,-1.212453815865143,1,0.016,F1,14,2
0.17264092027884367,-1.1912696404845953,1,0.015,F1,14,2
0.16530582103189548,-0.5844215354003057,1,0.0,F1,15,2
-0.15066748140753014,-0.5467511331109285,1,0.0,F1,15,2
0.15285360181770685,-0.8361331978544935,1,0.0,F1,15,2
-0.12471742324111641,-0.3571905539318734,1,0.0,F1,15,2
0.16598654345884511,-0.7945041929705994,1,0.0,F1,15,2
0.11368852608463946,-0.17851814737428562,1,0.0,F1,15,2
-0.2214132538105227,-0.5292561485859033,1,0.016,F1,15,2
0.07565414264629423,-0.7611802504899523,1,0.0,F1,15,2
-0.06005893164456839,-0.6970031351664585,1,0.0,F1,15,2
-0.017956962977445062,-0.4511871046934761,1,0.0,F1,15,2
0.09466919495684203,-0.6078940922660627,1,0.0,F1,16,2
0.15154034951379938,-0.3103318122307912,1,0.0,F1,16,2
0.1610936420742324,-0.9133283954786178,1,0.0,F1,16,2
0.15555013768436993,-0.45391961585724117,1,0.0,F1,16,2
-0.12708697743047057,-0.7603463543131319,1,0.015,F1,16,2
0.2201671233098942,-0.6912759330090417,1,0.016,F1,16,2
0.12210317034153033,-0.5037029599232055,1,0.0,F1,16,2
0.24932810578985853,-0.7916438807572468,1,0.0,F1,16,2
0.26327801767459014,-0.49242019380433666,1,0.0,F1,16,2
0.07418849155453457,-0.5215700860722818,1,0.0,F1,16,2
2.5943620789701023,6.0029396163665485,3,0.0,F2,1,2
2.5951174754163744,6.0050068141736155,3,0.0,F2,1,2
2.6061415917584756,6.086411826635153,2,0.0,F2,1,2
2.550279190900219,5.742391682385277,2,0.0,F2,1,2
2.604870872666557,6.062800062155167,2,0.0,F2,1,2
2.6050461305179806,6.088335586881355,2,0.0,F2,1,2
2.596825471948136,5.978167098562746,3,0.015,F2,1,2
2.5992798715833976,6.047882571814549,2,0.016,F2,1,2
2.592600063925884,5.982135834047682,2,0.0,F2,1,2
2.607773821656811,6.114224004933552,2,0.0,F2,1,2
0.8929820897846932,-0.529913598610539,1,0.0,F2,2,2
0.8883208089040807,-0.5570961854874281,1,0.0,F2,2,2
0.8880846941905794,-0.5472846712852806,1,0.0,F2,2,2
0.8943237612334715,-0.522447650635832,1,0.016,F2,2,2
0.8945660147241784,-0.5346744169538313,1,0.0,F2,2,2
0.8169822753390307,-0.48178530931510277,1,0.0,F2,2,2
0.889529095873434,-0.5409459911228605,1,0.0,F2,2,2
0.896219815599173,-0.5249698332038482,1,0.0,F2,2,2
0.8077714596437301,-0.5018004297047267,1,0.0,F2,2,2
0.8088938089246445,-0.5150808657004919,1,0.016,F2,2,2
-0.2227585492684083,-1.2884082468020073,1,0.0,F2,3,2
-0.22484281488069965,-1.2834019654504287,1,0.0,F2,3,2
-0.22298366536172637,-1.2886500429531427,2,0.0,F2,3,2
-0.3422349738632096,-0.9312040382094859,1,0.0,F2,3,2
-0.2257332113348701,-1.280731343417966,1,0.0,F2,3,2
-0.2214320357004184,-1.2861854473069723,1,0.0,F2,3,2
-0.2223215364904283,-1.2858394506805508,1,0.0,F2,3,2
-0.22027691226025484,-1.2839784296781152,1,0.015,F2,3,2
-0.2241430667966546,-1.2867330353731838,1,0.0,F2,3,2
-0.22405425631680784,-1.2829454131748892,1,0.0,F2,3,2
0.934134294655894,-0.20210844812192397,1,0.0,F2,4,2
0.9390143123941666,-0.17473184409876508,1,0.0,F2,4,2
0.9332826210973033,-0.18683480642408945,1,0.0,F2,4,2
0.9462513229138719,-0.14614772738716209,1,0.016,F2,4,2
0.9446855078460641,-0.16345586208489626,1,0.0,F2,4,2
0.9248996351244166,-0.21991484956441543,1,0.0,F2,4,2
0.9309764283211422,-0.20156572432424902,1,0.0,F2,4,2
0.9372368623450192,-0.18337666596622393,1,0.0,F2,4,2
0.9216883519943024,-0.2269828013343398,1,0.0,F2,4,2
0.9247605811036701,-0.2106910674245417,1,0.0,F2,4,2
0.3489334018208009,-1.3246174983944343,2,0.0,F2,5,2
0.34645704317098036,-1.321062085447767,2,0.016,F2,5,2
0.3514356300065135,-1.323157713884681,2,0.0,F2,5,2
0.3506752127357924,-1.3253309464366005,2,0.0,F2,5,2
0.35030868428036516,-1.3208435419425246,2,0.0,F2,5,2
0.34848297992286187,-1.3277903251843406,2,0.0,F2,5,2
0.3437066921945917,-1.3317955887358637,2,0.0,F2,5,2
0.3463956449250437,-1.324688547794135,2,0.0,F2,5,2
0.3458785473489178,-1.3242025541739335,2,0.0,F2,5,2
0.3486007047910141,-1.3301933237316472,2,0.015,F2,5,2
-0.6312604701414234,-1.0603323583864313,2,0.0,F2,6,2
-0.6342145562245493,-1.054379255781427,2,0.0,F2,6,2
-0.636044180985345,-1.0543004948660297,2,0.0,F2,6,2
-0.6390628925672225,-1.0365796143281525,2,0.0,F2,6,2
-0.6320269514767768,-1.0599702174806438,2,0.0,F2,6,2
-0.6330711103865585,-1.0551896356843828,2,0.0,F2,6,2
-0.633149644948612,-1.0520358051762928,2,0.016,F2,6,2
-0.6369610299787365,-1.0478335982827163,2,0.0,F2,6,2
-0.6349826521475569,-1.0527017897154733,2,0.0,F2,6,2
-0.634018172042807,-1.050411182520433,2,0.0,F2,6,2
0.6355650878047048,-1.2513911764494876,2,0.0,F2,7,2
0.6358288601719457,-1.2538000912834846,2,0.0,F2,7,2
0.6368936463582382,-1.2543739353506742,2,0.0,F2,7,2
0.6328809594974898,-1.260925521628216,2,0.0,F2,7,2
0.6366420900737263,-1.2469286876768155,2,0.015,F2,7,2
0.6367563831215531,-1.2492112315787713,2,0.0,F2,7,2
0.6362444854930065,-1.2511599573320504,2,0.0,F2,7,2
0.6391264214601526,-1.2498703061479624,2,0.0,F2,7,2
0.6398446796055478,-1.2519896231550167,2,0.0,F2,7,2
0.6310023297777655,-1.2589233285427754,2,0.0,F2,7,2
1.931554392709228,3.372604464241107,1,0.016,F2,8,2
1.915576877707186,3.278923949142369,1,0.015,F2,8,2
1.9100703825084138,3.23164679626636,1,0.0,F2,8,2
1.907460348148427,3.2166286671254536,1,0.0,F2,8,2
1.9416494872532948,3.427740199497692,1,0.0,F2,8,2
1.9712978607437701,3.535409876409238,2,0.0,F2,8,2
1.9004020244548747,3.2093136545089935,1,0.0,F2,8,2
1.8872506908191118,3.099174045403106,1,0.0,F2,8,2
1.9615306997905069,3.550306629983057,1,0.016,F2,8,2
1.9321721156048852,3.3975547535738713,1,0.0,F2,8,2
1.5979871396342713,1.6971892368573842,3,0.0,F2,9,2
1.5512816079430916,1.2982196230186593,2,0.0,F2,9,2
1.6432554526511536,1.8840608901513978,3,0.0,F2,9,2
1.609835325009274,1.6431821278750913,2,0.0,F2,9,2
1.5927729442049092,1.5062542196580617,2,0.0,F2,9,2
1.6232751302342805,1.6606464275469808,2,0.016,F2,9,2
1.596999717446981,1.5888455969408914,2,0.015,F2,9,2
1.5700888899774779,1.386401612819629,2,0.0,F2,9,2
1.632685717228632,1.8045416053166319,2,0.0,F2,9,2
1.529627492612569,1.1872841862609826,2,0.0,F2,9,2
0.21856961149165427,-1.6740639058731634,2,0.0,F2,10,2
0.21271560845787513,-1.6789037286750175,2,0.0,F2,10,2
0.21579687990446086,-1.6755887784843608,2,0.015,F2,10,2
0.21361987777216399,-1.680949374183401,2,0.0,F2,10,2
0.21225472162287304,-1.677661319436783,2,0.0,F2,10,2
0.21313656814958953,-1.6775645399556103,2,0.0,F2,10,2
0.21974610299856168,-1.6712474849516195,2,0.0,F2,10,2
0.21399265641115922,-1.6782745365882727,2,0.0,F2,10,2
0.21648874591297573,-1.6806751780379785,2,0.0,F2,10,2
0.2151860997473733,-1.6817998809090806,2,0.015,F2,10,2
-1.114626835014631,-0.08501057331976813,1,0.0,F2,11,2
-1.1146400263288332,-0.07291784586504635,1,0.0,F2,11,2
-1.1116969111926374,-0.08741976164258514,1,0.0,F2,11,2
-1.118535898241435,-0.06730073985734553,1,0.0,F2,11,2
-1.1175534600653512,-0.07069180379543205,1,0.0,F2,11,2
-1.1077454443152341,-0.10121732702084163,1,0.0,F2,11,2
-1.1078401322965539,-0.09378157013916599,1,0.016,F2,11,2
-1.1192554317596393,-0.06942146965330753,1,0.0,F2,11,2
-1.107523537503318,-0.09108073539790418,1,0.0,F2,11,2
-1.1219345444790965,-0.05974000063337215,1,0.0,F2,11,2
-1.1993103638212894,0.2208874123524689,1,0.0,F2,12,2
-1.2007412726914686,0.22875864266983426,1,0.0,F2,12,2
-1.1954887003432781,0.2122814563180242,1,0.0,F2,12,2
-1.201344709675316,0.23175099422980283,1,0.016,F2,12,2
-1.1875697557170084,0.18845871373640133,1,0.015,F2,12,2
-1.204567516183762,0.24831821899262652,1,0.0,F2,12,2
-1.191993611899842,0.20998236045738627,1,0.0,F2,12,2
-1.1932843559882913,0.20695962774492838,1,0.0,F2,12,2
-1.200620013089523,0.23479432065590666,1,0.0,F2,12,2
-1.1910119794786767,0.20286980224537254,1,0.0,F2,12,2
0.37636740743357083,-1.1767373647061583,1,0.015,F2,13,2
0.37659385961021163,-1.1789550346617184,1,0.0,F2,13,2
0.3758627621346027,-1.1768473360511866,1,0.0,F2,13,2
0.37562183505666574,-1.1803277691854417,1,0.0,F2,13,2
0.3823915160361906,-1.1685968804276394,1,0.0,F2,13,2
0.3826261280770881,-1.166521868379502,1,0.016,F2,13,2
0.37975676336553976,-1.1790588573279883,1,0.0,F2,13,2
0.3793847887342196,-1.1760826016095893,1,0.0,F2,13,2
0.37127067786989165,-1.1874333555365322,1,0.0,F2,13,2
0.3798605637294628,-1.1722241120806662,1,0.0,F2,13,2
-1.190365824209054,0.20270207560907672,1,0.0,F2,14,2
-1.1921018327629473,0.20482903848108736,1,0.0,F2,14,2
-1.2058801592861204,0.24757981027571763,1,0.016,F2,14,2
-1.210378743301142,0.26389583790268034,1,0.0,F2,14,2
-1.202080895514773,0.24093748160544282,1,0.0,F2,14,2
-1.192121846084555,0.198914061744921,1,0.0,F2,14,2
-1.1948318557674673,0.222051499209444,1,0.0,F2,14,2
-1.1945309683296161,0.21216730464139655,1,0.0,F2,14,2
-1.2001989994109865,0.2278856353652361,1,0.0,F2,14,2
-1.196285058917416,0.21921461271793774,1,0.0,F2,14,2
-0.5371050138389386,-1.190022590002182,2,0.0,F2,15,2
-0.5338455149448532,-1.2022344937995932,2,0.0,F2,15,2
-0.5347499706786433,-1.1948012281350158,2,0.0,F2,15,2
-0.534715704723162,-1.1975533509012273,2,0.0,F2,15,2
-0.531601501706697,-1.2022444289914707,2,0.016,F2,15,2
-0.529791046892687,-1.2060046263997604,2,0.0,F2,15,2
-0.5360207346417217,-1.1943588902974436,2,0.0,F2,15,2
-0.5351270081915409,-1.1981316858168123,2,0.0,F2,15,2
-0.5337942361415451,-1.1982551682923233,2,0.0,F2,15,2
-0.538011689392683,-1.1887762368292676,2,0.0,F2,15,2
0.9992133387315514,-0.5152968712567074,2,0.0,F2,16,2
1.0036441848092388,-0.50653351027387,2,0.0,F2,16,2
1.0060676163913682,-0.5033519514073581,2,0.0,F2,16,2
1.0091856240745234,-0.49780267235187026,2,0.0,F2,16,2
1.0044396370656687,-0.5166584982300746,2,0.015,F2,16,2
1.0082380107490385,-0.48983787150743696,2,0.0,F2,16,2
1.0012070822576904,-0.5208470875665925,2,0.0,F2,16,2
1.0154803844052307,-0.4887094168497028,2,0.0,F2,16,2
1.0127066876641906,-0.4852666137537449,2,0.0,F2,16,2
1.0049317652245662,-0.4885241684725363,2,0.0,F2,16,2
0.9671726057700676,0.1584471350668193,1,0.0,F3,1,2
0.9805229862167173,0.09347591433839852,1,0.0,F3,1,2
0.9481500602959274,0.08628884234563516,1,0.0,F3,1,2
0.9600007930157616,0.061481870355514,1,0.0,F3,1,2
0.9537885483633466,0.0634335274551896,1,0.0,F3,1,2
0.9430753253813765,0.12015433391183272,1,0.0,F3,1,2
0.9013126620649892,-0.044978030213347786,1,0.0,F3,1,2
0.9987316297949181,0.3152236571167397,1,0.0,F3,1,2
0.9324562848176197,0.033839443716924045,1,0.016,F3,1,2
0.9581000056032873,0.01848365584223366,1,0.015,F3,1,2
1.6689184406689117,2.2258332167905106,1,0.0,F3,2,2
1.640684037346576,2.0526493923863898,2,0.0,F3,2,2
1.7004683340019835,2.3430396290593007,2,0.0,F3,2,2
1.6670934134641509,2.157486604494343,2,0.0,F3,2,2
1.602935049760608,1.7870389415120815,3,0.0,F3,2,2
1.703919539614119,2.3434710123824702,2,0.015,F3,2,2
1.7237059850731438,2.2950884433841106,2,0.016,F3,2,2
1.73305698106632,2.4792450047272903,2,0.0,F3,2,2
1.6689610679610385,2.069390901264655,2,0.0,F3,2,2
1.7262449121758894,2.478928343750159,2,0.0,F3,2,2
1.9074010117071594,3.670166688325051,3,0.0,F3,3,2
1.8315333128756457,3.257392352137618,2,0.0,F3,3,2
2.093401734455596,4.352416963874561,2,0.015,F3,3,2
2.1088736145909475,5.279430743147799,2,0.016,F3,3,2
1.9832479373363372,3.890790355868476,2,0.0,F3,3,2
1.7794694893020868,3.020464031352488,2,0.0,F3,3,2
1.7680245387064184,2.9547164466770646,2,0.0,F3,3,2
1.74925880233221,2.706302932013184,2,0.0,F3,3,2
2.0019377750047855,3.8525474102500636,3,0.0,F3,3,2
1.9365527846907362,4.036941362570639,2,0.0,F3,3,2
1.6920291327132897,2.462918018707633,2,0.016,F3,4,2
1.698870262844778,2.3917937263797286,1,0.0,F3,4,2
1.727450330531195,2.5005392834612703,2,0.0,F3,4,2
1.6464602626810139,2.0902500760963667,2,0.0,F3,4,2
1.6382202022278614,2.113591423099657,2,0.0,F3,4,2
1.7187971569908282,2.4548422528510416,1,0.0,F3,4,2
1.6711947317877867,2.3010670719480295,1,0.0,F3,4,2
1.780946020792765,2.9456078537128887,2,0.0,F3,4,2
1.7420178824275419,2.544430843947663,1,0.016,F3,4,2
1.7097985987069995,2.3861698338820325,1,0.0,F3,4,2
1.096432121975228,0.44722214334800237,1,0.0,F3,5,2
1.0029354975529847,0.11702870521091535,1,0.0,F3,5,2
0.9614539989247092,0.034614357636695736,1,0.0,F3,5,2
1.0158886123666624,0.1544141717688059,1,0.0,F3,5,2
1.019460750375168,0.20041909923538004,2,0.0,F3,5,2
1.1312138896581612,0.549871676767594,2,0.0,F3,5,2
1.0333031353345299,0.242633682250188,2,0.015,F3,5,2
1.0704794926510595,0.3074703144036395,2,0.0,F3,5,2
1.0806808654516442,0.26616210844862476,2,0.0,F3,5,2
0.9535631642932335,0.037923826869457944,1,0.0,F3,5,2
1.2811185979829118,0.47770240649202966,1,0.0,F3,6,2
1.4056169248310018,1.0461308453683014,1,0.0,F3,6,2
1.206306212689962,0.18106034701252138,1,0.0,F3,6,2
1.3768222986100411,0.8125264952743425,2,0.0,F3,6,2
1.203244865388917,0.30665834374195544,1,0.016,F3,6,2
1.2976196689934707,0.5734576529218911,1,0.0,F3,6,2
1.2560790719007027,0.30241819153609617,2,0.0,F3,6,2
1.3060800405897408,0.6828839508658775,1,0.0,F3,6,2
1.265336094835204,0.5294905201886366,1,0.0,F3,6,2
1.2730545798078183,0.4142290104242621,1,0.0,F3,6,2
1.451286792995392,1.5674069287945978,1,0.0,F3,7,2
1.556731809885354,2.0163752644029493,1,0.015,F3,7,2
1.5012875450666938,1.8357388562160768,1,0.0,F3,7,2
1.505852166880695,1.630798999386169,1,0.0,F3,7,2
1.5333803457868442,1.8836710548625808,2,0.0,F3,7,2
1.437167408763541,1.4286804729291784,2,0.0,F3,7,2
1.5444141687435715,2.0873549313116566,1,0.0,F3,7,2
1.5245716853846947,1.8728265248100664,1,0.016,F3,7,2
1.5219631467884078,1.8835257426537773,1,0.015,F3,7,2
1.4776997635055877,1.5917384136153272,1,0.0,F3,7,2
1.7318776455869962,2.613174561308255,1,0.0,F3,8,2
1.7839028933765924,2.7946139269379913,2,0.0,F3,8,2
1.7058515309975053,2.363501519803015,2,0.0,F3,8,2
1.6692789320109112,2.3519443899366346,1,0.0,F3,8,2
1.6994302579746066,2.5376663829129287,3,0.015,F3,8,2
1.7141934157229313,2.711868416091429,2,0.016,F3,8,2
1.6767328960160164,2.2400031279674177,2,0.0,F3,8,2
1.7639029370861663,2.8929205816125183,2,0.0,F3,8,2
1.7073284520110479,2.482191527919861,2,0.0,F3,8,2
1.6580901217064696,2.393690536818907,3,0.0,F3,8,2
0.6242613042376025,-1.1252517213057918,2,0.0,F3,9,2
0.6134007432368713,-1.1195162108785819,2,0.0,F3,9,2
0.5634535634801108,-1.2050336613944865,2,0.016,F3,9,2
0.6097578362069068,-1.1212636546603165,2,0.0,F3,9,2
0.6164728651666534,-1.0883392792574376,2,0.0,F3,9,2
0.5910745440581526,-1.1753301104371314,2,0.0,F3,9,2
0.5941921697032561,-1.1619721775701197,2,0.0,F3,9,2
0.6122324549985797,-1.1200072347282395,2,0.0,F3,9,2
0.607369387432978,-1.1470945569609425,2,0.0,F3,9,2
0.5878256657671491,-1.1307627647027054,2,0.015,F3,9,2
1.4424303901213273,1.0608423524465804,2,0.016,F3,10,2
1.4425409403524574,1.0650462692853555,1,0.0,F3,10,2
1.5270935089604758,1.2343185158254597,2,0.0,F3,10,2
1.5299314019389678,1.507003789966185,2,0.0,F3,10,2
1.5221528724739848,1.4820019932311777,2,0.0,F3,10,2
1.4254244850247229,1.2142069056515883,1,0.0,F3,10,2
1.515492793109133,1.2784266757383111,2,0.015,F3,10,2
1.4868098498529367,1.3083326513451414,2,0.0,F3,10,2
1.5764941671853692,1.6848784451522683,1,0.0,F3,10,2
1.4564896761928863,1.224393118005632,2,0.0,F3,10,2
1.5406854665031868,1.8822325263591058,2,0.0,F3,11,2
1.49459849012548,1.3963883341453478,1,0.0,F3,11,2
1.4179362743451904,1.1190536981965753,2,0.0,F3,11,2
1.6867212223163892,2.6020421177552553,1,0.016,F3,11,2
1.6220137607918252,2.2250588537251286,1,0.0,F3,11,2
1.5482972162802013,1.7148160795168232,1,0.0,F3,11,2
1.5632357019579644,1.9215050032087442,1,0.0,F3,11,2
1.5238621642763033,1.7149176251978604,1,0.0,F3,11,2
1.572914434593874,2.0660803429131542,1,0.0,F3,11,2
1.5227555729530895,1.7258432938773032,1,0.0,F3,11,2
0.6613411447490685,-1.0049652044262347,2,0.016,F3,12,2
0.6992433468206081,-0.8731923897308072,2,0.0,F3,12,2
0.651965358367727,-0.9493378293131194,2,0.0,F3,12,2
0.7361999186384,-0.794022741981089,1,0.0,F3,12,2
0.7085505354589816,-0.9285390741500299,2,0.0,F3,12,2
0.6557400263754716,-0.9373865139547455,2,0.0,F3,12,2
0.6624260171387116,-0.9397074001316881,2,0.016,F3,12,2
0.7063542305408134,-0.8627004763452395,2,0.015,F3,12,2
0.6595010847708673,-0.9500440996521715,2,0.0,F3,12,2
0.7217231863105645,-0.8425793039430505,2,0.0,F3,12,2
